订单编号,总金额,买家实际支付金额,收货地址,订单创建时间,订单付款时间,退款金额
18053,119,0,吉林省,2020/2/25 9:24,,0
18054,37,37,北京,2020/2/25 9:24,2020/2/25 9:24,0
18055,119,0,江苏省,2020/2/25 9:23,,0
18056,21,0,吉林省,2020/2/25 9:23,,0
18057,119,119,上海,2020/2/25 9:22,2020/2/25 9:22,0
18058,50.9,50.9,山东省,2020/2/25 9:22,2020/2/25 9:22,0
18059,183,0,河北省,2020/2/25 9:22,2020/2/25 9:22,183
18060,119,119,四川省,2020/2/25 9:22,2020/2/25 9:22,0
18061,53,53,陕西省,2020/2/25 9:21,2020/2/25 9:21,0
18062,37,37,山东省,2020/2/25 9:19,2020/2/25 9:19,0
18063,37,0,河北省,2020/2/25 9:19,,0
18064,142,142,北京,2020/2/25 9:19,2020/2/25 9:19,0
18065,64.8,34.9,辽宁省,2020/2/25 9:19,2020/2/25 9:19,29.9
18066,104,104,北京,2020/2/25 9:18,2020/2/25 9:19,0
18067,37,0,陕西省,2020/2/25 9:18,,0
18068,37,37,北京,2020/2/25 9:18,2020/2/25 9:18,0
18069,119,119,山东省,2020/2/25 9:17,2020/2/25 9:17,0
18070,101,101,上海,2020/2/25 9:17,2020/2/25 9:17,0
18071,64.8,0,天津,2020/2/25 9:17,2020/2/25 9:17,64.8
18072,101,0,山东省,2020/2/25 9:17,,0
18073,112,0,山东省,2020/2/25 9:17,2020/2/25 9:17,112
18074,118,118,山东省,2020/2/25 9:17,2020/2/25 9:17,0
18075,45,45,吉林省,2020/2/25 9:16,2020/2/25 9:17,0
18076,119,119,天津,2020/2/25 9:16,2020/2/25 9:17,0
18077,265.7,205.9,浙江省,2020/2/25 9:16,2020/2/25 9:16,59.8
18078,320,0,湖南省,2020/2/25 9:15,,0
18079,183,0,河北省,2020/2/25 9:14,2020/2/25 9:15,183
18080,119,119,山东省,2020/2/25 9:12,2020/2/25 9:12,0
18081,85,0,浙江省,2020/2/25 9:11,,0
18082,77,0,上海,2020/2/25 9:11,2020/2/25 9:44,77
18083,238,238,北京,2020/2/25 9:08,2020/2/25 12:48,0
18084,53,53,湖南省,2020/2/25 9:08,2020/2/25 9:08,0
18085,101.9,101.9,浙江省,2020/2/25 9:08,2020/2/25 9:09,0
18086,53,0,湖南省,2020/2/25 9:07,,0
18087,64.8,64.8,辽宁省,2020/2/25 9:06,2020/2/25 9:08,0
18088,37,37,山西省,2020/2/25 9:04,2020/2/25 9:04,0
18089,119,119,北京,2020/2/25 9:04,2020/2/25 9:04,0
18090,43,0,四川省,2020/2/25 9:03,,0
18091,192,192,云南省,2020/2/25 9:03,2020/2/25 9:03,0
18092,53,0,广东省,2020/2/25 9:02,2020/2/25 9:02,53
18093,119,0,安徽省,2020/2/25 9:01,2020/2/25 9:02,119
18094,169.9,169.9,广东省,2020/2/25 9:01,2020/2/25 9:01,0
18095,85,0,河北省,2020/2/25 9:00,,0
18096,53,53,浙江省,2020/2/25 9:00,2020/2/25 9:00,0
18097,69,0,云南省,2020/2/25 8:59,2020/2/25 8:59,69
18098,37,37,广东省,2020/2/25 8:59,2020/2/25 8:59,0
18099,104,0,山东省,2020/2/25 8:58,2020/2/25 8:58,104
18100,21,21,四川省,2020/2/25 8:58,2020/2/25 8:58,0
18101,128,128,广东省,2020/2/25 8:58,2020/2/25 8:58,0
18102,167,135,江西省,2020/2/25 8:58,2020/2/25 8:58,32
18103,157.6,157.6,四川省,2020/2/25 8:57,2020/2/25 8:58,0
18104,53,53,浙江省,2020/2/25 8:57,2020/2/25 8:58,0
18105,37,37,湖南省,2020/2/25 8:57,2020/2/25 8:58,0
18106,43,0,河南省,2020/2/25 8:57,,0
18107,128,0,广东省,2020/2/25 8:55,2020/2/25 8:56,128
18108,99.9,0,上海,2020/2/25 8:55,2020/2/25 8:55,99.9
18109,37,37,上海,2020/2/25 8:55,2020/2/25 8:55,0
18110,74.9,0,云南省,2020/2/25 8:55,,0
18111,119,0,四川省,2020/2/25 8:55,,0
18112,34.9,0,广东省,2020/2/25 8:54,2020/2/25 8:54,34.9
18113,21,0,上海,2020/2/25 8:53,,0
18114,418.6,418.6,北京,2020/2/25 8:51,2020/2/25 8:51,0
18115,45,45,天津,2020/2/25 8:51,2020/2/25 8:51,0
18116,45,45,四川省,2020/2/25 8:50,2020/2/25 8:50,0
18117,264,264,天津,2020/2/25 8:49,2020/2/25 9:26,0
18118,34.9,34.9,广东省,2020/2/25 8:49,2020/2/25 8:49,0
18119,34.9,0,辽宁省,2020/2/25 8:48,2020/2/25 8:53,34.9
18120,238,0,四川省,2020/2/25 8:47,,0
18121,119,0,四川省,2020/2/25 8:47,,0
18122,148.9,0,北京,2020/2/25 8:46,,0
18123,228,228,辽宁省,2020/2/25 8:45,2020/2/25 8:45,0
18124,64.8,64.8,山东省,2020/2/25 8:45,2020/2/25 8:45,0
18125,37,0,重庆,2020/2/25 8:45,,0
18126,195,195,四川省,2020/2/25 8:45,2020/2/25 8:45,0
18127,228,0,辽宁省,2020/2/25 8:44,,0
18128,248,0,天津,2020/2/25 8:44,,0
18129,1190,1190,广东省,2020/2/25 8:43,2020/2/25 8:43,0
18130,135,135,北京,2020/2/25 8:43,2020/2/25 8:43,0
18131,37,0,重庆,2020/2/25 8:41,,0
18132,37,37,广东省,2020/2/25 8:41,2020/2/25 8:41,0
18133,77,0,上海,2020/2/25 8:41,2020/2/25 8:44,77
18134,119,119,河北省,2020/2/25 8:40,2020/2/25 8:40,0
18135,69,69,天津,2020/2/25 8:40,2020/2/25 10:21,0
18136,119,119,辽宁省,2020/2/25 8:40,2020/2/25 8:40,0
18137,190,0,辽宁省,2020/2/25 8:39,2020/2/25 8:39,190
18138,1304,1304,广东省,2020/2/25 8:39,2020/2/25 8:39,0
18139,37,0,四川省,2020/2/25 8:38,2020/2/25 8:38,37
18140,37,37,江西省,2020/2/25 8:38,2020/2/25 8:38,0
18141,37,0,河南省,2020/2/25 8:37,2020/2/25 8:38,37
18142,21,21,河南省,2020/2/25 8:35,2020/2/25 8:36,0
18143,69,69,浙江省,2020/2/25 8:34,2020/2/25 8:34,0
18144,166,134,广东省,2020/2/25 8:33,2020/2/25 8:34,32
18145,119,119,辽宁省,2020/2/25 8:33,2020/2/25 8:33,0
18146,37,0,天津,2020/2/25 8:33,2020/2/25 8:33,37
18147,119,119,山东省,2020/2/25 8:32,2020/2/25 8:33,0
18148,238,0,北京,2020/2/25 8:32,2020/2/25 8:32,238
18149,119,0,北京,2020/2/25 8:32,2020/2/25 8:32,119
18150,37,0,天津,2020/2/25 8:31,,0
18151,160,160,广东省,2020/2/25 8:31,2020/2/25 8:31,0
18152,37,37,广东省,2020/2/25 8:30,2020/2/25 8:30,0
18153,119,119,辽宁省,2020/2/25 8:30,2020/2/25 8:30,0
18154,59,59,吉林省,2020/2/25 8:29,2020/2/25 8:29,0
18155,66.9,66.9,天津,2020/2/25 8:29,2020/2/25 8:29,0
18156,195,0,山东省,2020/2/25 8:29,2020/2/25 8:29,195
18157,635.8,635.8,山东省,2020/2/25 8:27,2020/2/25 8:27,0
18158,69,69,上海,2020/2/25 8:26,2020/2/25 8:27,0
18159,278.7,278.7,广东省,2020/2/25 8:26,2020/2/25 8:26,0
18160,53,0,福建省,2020/2/25 8:25,,0
18161,119,119,上海,2020/2/25 8:25,2020/2/25 8:25,0
18162,45,45,吉林省,2020/2/25 8:25,2020/2/25 8:25,0
18163,34.9,0,湖北省,2020/2/25 8:25,2020/2/25 8:26,34.9
18164,144,144,浙江省,2020/2/25 8:24,2020/2/25 8:24,0
18165,109,109,山东省,2020/2/25 8:23,2020/2/25 8:23,0
18166,45,0,天津,2020/2/25 8:23,2020/2/25 8:23,45
18167,119,119,重庆,2020/2/25 8:23,2020/2/25 8:23,0
18168,85,85,上海,2020/2/25 8:22,2020/2/25 8:22,0
18169,96.8,0,云南省,2020/2/25 8:21,,0
18170,69,69,河南省,2020/2/25 8:20,2020/2/25 8:20,0
18171,69,69,江西省,2020/2/25 8:20,2020/2/25 8:20,0
18172,69,69,天津,2020/2/25 8:20,2020/2/25 8:20,0
18173,151,151,河北省,2020/2/25 8:19,2020/2/25 10:09,0
18174,119,119,北京,2020/2/25 8:18,2020/2/25 8:18,0
18175,140,140,山东省,2020/2/25 8:17,2020/2/25 8:17,0
18176,37,0,四川省,2020/2/25 8:17,2020/2/25 8:17,37
18177,43,43,内蒙古自治区,2020/2/25 8:16,2020/2/25 8:16,0
18178,238,238,浙江省,2020/2/25 8:16,2020/2/25 8:16,0
18179,104,104,山东省,2020/2/25 8:16,2020/2/25 8:16,0
18180,21,21,广东省,2020/2/25 8:15,2020/2/25 8:16,0
18181,64.8,64.8,广东省,2020/2/25 8:15,2020/2/25 8:15,0
18182,104,104,江苏省,2020/2/25 8:15,2020/2/25 8:15,0
18183,238,238,吉林省,2020/2/25 8:15,2020/2/25 8:15,0
18184,45,45,四川省,2020/2/25 8:14,2020/2/25 8:15,0
18185,37,0,上海,2020/2/25 8:14,2020/2/25 8:14,37
18186,157.9,0,河南省,2020/2/25 8:13,2020/2/25 8:13,157.9
18187,186.9,186.9,广西壮族自治区,2020/2/25 8:13,2020/2/25 8:13,0
18188,21,21,福建省,2020/2/25 8:12,2020/2/25 8:12,0
18189,212.9,212.9,广东省,2020/2/25 8:11,2020/2/25 8:12,0
18190,37,37,上海,2020/2/25 8:05,2020/2/25 8:05,0
18191,96.8,96.8,浙江省,2020/2/25 8:03,2020/2/25 8:03,0
18192,80,80,福建省,2020/2/25 8:02,2020/2/25 8:03,0
18193,64.8,64.8,湖南省,2020/2/25 8:02,2020/2/25 8:02,0
18194,128,128,浙江省,2020/2/25 7:57,2020/2/25 7:57,0
18195,101,101,四川省,2020/2/25 7:57,2020/2/25 7:57,0
18196,37,0,四川省,2020/2/25 7:56,,0
18197,45,45,江苏省,2020/2/25 7:55,2020/2/25 7:55,0
18198,108,0,山东省,2020/2/25 7:54,2020/2/25 7:54,108
18199,156,156,上海,2020/2/25 7:53,2020/2/25 7:54,0
18200,37,0,四川省,2020/2/25 7:52,,0
18201,105.9,0,山东省,2020/2/25 7:51,,0
18202,34.9,0,上海,2020/2/25 7:50,,0
18203,116,116,河北省,2020/2/25 7:50,2020/2/25 7:50,0
18204,37,37,山东省,2020/2/25 7:49,2020/2/25 7:49,0
18205,53,0,浙江省,2020/2/25 7:48,2020/2/25 7:48,53
18206,64.8,0,上海,2020/2/25 7:47,2020/2/25 7:47,64.8
18207,21,21,河北省,2020/2/25 7:46,2020/2/25 7:46,0
18208,85,0,上海,2020/2/25 7:45,2020/2/25 7:45,85
18209,101,0,河北省,2020/2/25 7:45,2020/2/25 7:47,101
18210,37,0,上海,2020/2/25 7:45,,0
18211,110,0,北京,2020/2/25 7:45,2020/2/25 7:45,110
18212,37,0,上海,2020/2/25 7:44,,0
18213,43,0,山东省,2020/2/25 7:44,,0
18214,37,0,上海,2020/2/25 7:44,,0
18215,112,112,辽宁省,2020/2/25 7:44,2020/2/25 7:44,0
18216,37,37,北京,2020/2/25 7:42,2020/2/25 8:07,0
18217,53,53,四川省,2020/2/25 7:42,2020/2/25 7:42,0
18218,37,37,陕西省,2020/2/25 7:40,2020/2/25 7:41,0
18219,37,37,四川省,2020/2/25 7:40,2020/2/25 7:40,0
18220,195,0,北京,2020/2/25 7:40,2020/2/25 7:40,195
18221,107.9,107.9,山东省,2020/2/25 7:39,2020/2/25 7:39,0
18222,107.9,0,山东省,2020/2/25 7:38,,0
18223,34.9,0,辽宁省,2020/2/25 7:37,,0
18224,37,0,广东省,2020/2/25 7:37,,0
18225,357,357,北京,2020/2/25 7:37,2020/2/25 7:37,0
18226,119,119,浙江省,2020/2/25 7:36,2020/2/25 7:36,0
18227,101.9,0,山东省,2020/2/25 7:36,,0
18228,37,37,上海,2020/2/25 7:34,2020/2/25 7:35,0
18229,69,69,内蒙古自治区,2020/2/25 7:34,2020/2/25 7:41,0
18230,37,0,浙江省,2020/2/25 7:33,,0
18231,37,37,上海,2020/2/25 7:32,2020/2/25 7:32,0
18232,77,77,四川省,2020/2/25 7:32,2020/2/25 7:32,0
18233,37,0,山东省,2020/2/25 7:31,2020/2/25 7:31,37
18234,104,40,河北省,2020/2/25 7:31,2020/2/25 7:31,64
18235,151,151,江西省,2020/2/25 7:30,2020/2/25 7:31,0
18236,45,0,河北省,2020/2/25 7:30,,0
18237,37,0,辽宁省,2020/2/25 7:30,,0
18238,119,119,浙江省,2020/2/25 7:30,2020/2/25 7:30,0
18239,37,0,北京,2020/2/25 7:29,2020/2/25 7:30,37
18240,37,37,重庆,2020/2/25 7:28,2020/2/25 7:28,0
18241,99.9,99.9,安徽省,2020/2/25 7:27,2020/2/25 7:27,0
18242,192,0,云南省,2020/2/25 7:27,2020/2/25 7:30,192
18243,104,104,山东省,2020/2/25 7:24,2020/2/25 8:25,0
18244,136,0,黑龙江省,2020/2/25 7:24,2020/2/25 7:24,136
18245,45,45,福建省,2020/2/25 7:23,2020/2/25 7:24,0
18246,45,45,山东省,2020/2/25 7:23,2020/2/25 7:23,0
18247,37,37,上海,2020/2/25 7:23,2020/2/25 7:23,0
18248,37,37,浙江省,2020/2/25 7:22,2020/2/25 7:22,0
18249,119,119,山西省,2020/2/25 7:22,2020/2/25 7:22,0
18250,157.9,0,河南省,2020/2/25 7:21,2020/2/25 7:22,157.9
18251,119,119,福建省,2020/2/25 7:21,2020/2/25 7:21,0
18252,77,77,浙江省,2020/2/25 7:21,2020/2/25 7:21,0
18253,69,69,广东省,2020/2/25 7:20,2020/2/25 7:21,0
18254,119,0,山西省,2020/2/25 7:20,,0
18255,37,37,河北省,2020/2/25 7:20,2020/2/25 7:20,0
18256,21,21,福建省,2020/2/25 7:20,2020/2/25 7:20,0
18257,69,69,云南省,2020/2/25 7:20,2020/2/25 7:20,0
18258,37,37,上海,2020/2/25 7:19,2020/2/25 7:19,0
18259,69,69,上海,2020/2/25 7:18,2020/2/25 7:18,0
18260,37,0,安徽省,2020/2/25 7:16,2020/2/25 7:16,37
18261,21,21,福建省,2020/2/25 7:14,2020/2/25 7:14,0
18262,37,37,浙江省,2020/2/25 7:14,2020/2/25 7:14,0
18263,69,69,上海,2020/2/25 7:11,2020/2/25 7:11,0
18264,238,238,黑龙江省,2020/2/25 7:09,2020/2/25 7:09,0
18265,112,112,上海,2020/2/25 7:09,2020/2/25 7:09,0
18266,37,37,云南省,2020/2/25 7:09,2020/2/25 7:09,0
18267,66.9,34.9,山东省,2020/2/25 7:08,2020/2/25 7:08,32
18268,101,0,山东省,2020/2/25 7:08,2020/2/25 12:00,101
18269,112,80,江苏省,2020/2/25 7:08,2020/2/25 7:08,32
18270,37,0,广东省,2020/2/25 7:08,2020/2/25 7:08,37
18271,148,110,上海,2020/2/25 7:06,2020/2/25 7:06,38
18272,77,77,浙江省,2020/2/25 7:05,2020/2/25 7:06,0
18273,69,0,上海,2020/2/25 7:05,2020/2/25 7:06,69
18274,37,37,江苏省,2020/2/25 7:05,2020/2/25 7:05,0
18275,37,0,广东省,2020/2/25 7:05,,0
18276,85,85,上海,2020/2/25 7:04,2020/2/25 7:04,0
18277,69,69,云南省,2020/2/25 7:04,2020/2/25 7:04,0
18278,66.9,0,浙江省,2020/2/25 7:04,2020/2/25 7:04,66.9
18279,151,0,上海,2020/2/25 7:01,2020/2/25 7:01,151
18280,69,69,北京,2020/2/25 7:01,2020/2/25 7:01,0
18281,119,119,陕西省,2020/2/25 6:58,2020/2/25 6:58,0
18282,37,37,辽宁省,2020/2/25 6:56,2020/2/25 6:56,0
18283,119,0,江苏省,2020/2/25 6:55,,0
18284,85,85,山西省,2020/2/25 6:55,2020/2/25 6:55,0
18285,37,0,江苏省,2020/2/25 6:52,2020/2/25 6:52,37
18286,37,37,江苏省,2020/2/25 6:51,2020/2/25 6:51,0
18287,85,85,山西省,2020/2/25 6:48,2020/2/25 6:49,0
18288,136,0,辽宁省,2020/2/25 6:47,2020/2/25 6:48,136
18289,45,0,浙江省,2020/2/25 6:47,2020/2/25 6:47,45
18290,37,37,河北省,2020/2/25 6:46,2020/2/25 6:46,0
18291,119,119,天津,2020/2/25 6:41,2020/2/25 6:41,0
18292,37,0,山东省,2020/2/25 6:38,,0
18293,144,0,山西省,2020/2/25 6:37,,0
18294,45,0,河南省,2020/2/25 6:35,2020/2/25 6:36,45
18295,128,0,江苏省,2020/2/25 6:31,2020/2/25 6:31,128
18296,101,0,浙江省,2020/2/25 6:28,2020/2/25 6:28,101
18297,53,53,山西省,2020/2/25 6:27,2020/2/25 6:27,0
18298,192,0,四川省,2020/2/25 6:23,2020/2/25 6:23,192
18299,101,101,北京,2020/2/25 6:21,2020/2/25 6:31,0
18300,21,0,山东省,2020/2/25 6:15,,0
18301,37,0,浙江省,2020/2/25 6:15,2020/2/25 6:15,37
18302,37,0,四川省,2020/2/25 6:12,2020/2/25 6:12,37
18303,69,0,河南省,2020/2/25 6:10,2020/2/25 6:10,69
18304,101,0,重庆,2020/2/25 6:09,2020/2/25 6:09,101
18305,37,0,贵州省,2020/2/25 6:08,2020/2/25 6:08,37
18306,37,37,重庆,2020/2/25 6:07,2020/2/25 6:07,0
18307,37,37,重庆,2020/2/25 6:06,2020/2/25 6:07,0
18308,37,37,天津,2020/2/25 6:05,2020/2/25 6:05,0
18309,21,0,云南省,2020/2/25 6:02,,0
18310,101,0,上海,2020/2/25 6:01,2020/2/25 6:01,101
18311,128,64,福建省,2020/2/25 6:01,2020/2/25 6:01,64
18312,160,160,浙江省,2020/2/25 5:58,2020/2/25 5:59,0
18313,37,0,贵州省,2020/2/25 5:58,,0
18314,37,0,内蒙古自治区,2020/2/25 5:50,,0
18315,37,0,内蒙古自治区,2020/2/25 5:47,,0
18316,53,53,河南省,2020/2/25 5:44,2020/2/25 5:44,0
18317,119,0,安徽省,2020/2/25 5:30,2020/2/25 5:31,119
18318,34.9,34.9,河北省,2020/2/25 5:30,2020/2/25 5:30,0
18319,37,37,天津,2020/2/25 5:24,2020/2/25 5:24,0
18320,160,160,广东省,2020/2/25 5:06,2020/2/25 5:07,0
18321,37,37,上海,2020/2/25 5:05,2020/2/25 5:05,0
18322,37,0,上海,2020/2/25 5:03,2020/2/25 5:03,37
18323,183,183,浙江省,2020/2/25 5:03,2020/2/25 5:03,0
18324,104,72,广东省,2020/2/25 4:57,2020/2/25 4:57,32
18325,119,0,上海,2020/2/25 4:56,2020/2/25 4:56,119
18326,157,0,上海,2020/2/25 4:53,2020/2/25 4:54,157
18327,45,45,河南省,2020/2/25 4:50,2020/2/25 4:50,0
18328,37,0,重庆,2020/2/25 4:49,,0
18329,69,0,广东省,2020/2/25 4:43,2020/2/25 4:43,69
18330,104,104,海南省,2020/2/25 4:40,2020/2/25 4:40,0
18331,37,37,四川省,2020/2/25 4:36,2020/2/25 4:36,0
18332,240,240,四川省,2020/2/25 4:36,2020/2/25 4:36,0
18333,34.9,34.9,四川省,2020/2/25 4:31,2020/2/25 4:31,0
18334,88.9,88.9,山东省,2020/2/25 4:25,2020/2/25 4:26,0
18335,98.9,98.9,重庆,2020/2/25 4:24,2020/2/25 4:24,0
18336,37,37,广东省,2020/2/25 4:23,2020/2/25 4:23,0
18337,160,160,四川省,2020/2/25 4:21,2020/2/25 4:21,0
18338,112,112,江苏省,2020/2/25 4:06,2020/2/25 4:06,0
18339,21,0,浙江省,2020/2/25 4:03,2020/2/25 4:03,21
18340,45,45,北京,2020/2/25 3:48,2020/2/25 3:48,0
18341,69,69,广东省,2020/2/25 3:45,2020/2/25 3:45,0
18342,37,37,北京,2020/2/25 3:38,2020/2/25 3:38,0
18343,69,0,黑龙江省,2020/2/25 3:31,2020/2/25 3:31,69
18344,37,0,黑龙江省,2020/2/25 3:27,,0
18345,119,0,浙江省,2020/2/25 3:26,2020/2/25 3:26,119
18346,119,119,浙江省,2020/2/25 3:25,2020/2/25 3:25,0
18347,37,0,黑龙江省,2020/2/25 3:23,,0
18348,43,43,辽宁省,2020/2/25 3:22,2020/2/25 3:22,0
18349,69,69,云南省,2020/2/25 3:19,2020/2/25 3:19,0
18350,37,37,辽宁省,2020/2/25 3:18,2020/2/25 3:19,0
18351,45,0,江苏省,2020/2/25 3:18,2020/2/25 3:18,45
18352,118,118,江苏省,2020/2/25 3:18,2020/2/25 3:18,0
18353,119,0,浙江省,2020/2/25 3:17,2020/2/25 3:18,119
18354,45,45,山东省,2020/2/25 3:16,2020/2/25 3:17,0
18355,45,0,浙江省,2020/2/25 3:15,2020/2/25 3:15,45
18356,69,69,陕西省,2020/2/25 3:14,2020/2/25 3:14,0
18357,192,0,广东省,2020/2/25 3:11,2020/2/25 3:11,192
18358,135,135,云南省,2020/2/25 3:11,2020/2/25 3:11,0
18359,189.9,189.9,湖南省,2020/2/25 3:09,2020/2/25 3:09,0
18360,85,85,四川省,2020/2/25 3:07,2020/2/25 3:07,0
18361,112,112,广东省,2020/2/25 3:04,2020/2/25 3:04,0
18362,69,0,海南省,2020/2/25 3:04,2020/2/25 3:04,69
18363,37,37,重庆,2020/2/25 3:03,2020/2/25 3:03,0
18364,160,160,浙江省,2020/2/25 3:01,2020/2/25 3:01,0
18365,101,0,湖南省,2020/2/25 3:00,2020/2/25 3:01,101
18366,119,0,湖北省,2020/2/25 3:00,,0
18367,128,0,北京,2020/2/25 2:57,2020/2/25 2:57,128
18368,21,21,广东省,2020/2/25 2:57,2020/2/25 2:57,0
18369,37,0,黑龙江省,2020/2/25 2:56,,0
18370,311,0,湖南省,2020/2/25 2:55,2020/2/25 2:55,311
18371,411,411,新疆维吾尔自治区,2020/2/25 2:51,2020/2/25 2:51,0
18372,128,0,北京,2020/2/25 2:50,2020/2/25 2:53,128
18373,34.9,0,河北省,2020/2/25 2:49,,0
18374,136,0,广西壮族自治区,2020/2/25 2:47,2020/2/25 2:47,136
18375,302,302,北京,2020/2/25 2:46,2020/2/25 2:46,0
18376,160,160,广东省,2020/2/25 2:44,2020/2/25 2:44,0
18377,37,0,山东省,2020/2/25 2:44,2020/2/25 2:44,37
18378,532,0,上海,2020/2/25 2:42,2020/2/25 2:42,532
18379,37,37,上海,2020/2/25 2:41,2020/2/25 2:41,0
18380,157,157,北京,2020/2/25 2:35,2020/2/25 2:35,0
18381,128,128,湖南省,2020/2/25 2:31,2020/2/25 2:31,0
18382,750,750,贵州省,2020/2/25 2:30,2020/2/25 2:30,0
18383,37,37,黑龙江省,2020/2/25 2:29,2020/2/25 2:29,0
18384,247,247,河南省,2020/2/25 2:27,2020/2/25 2:28,0
18385,69,0,浙江省,2020/2/25 2:27,,0
18386,45,45,四川省,2020/2/25 2:26,2020/2/25 2:26,0
18387,128,128,四川省,2020/2/25 2:26,2020/2/25 2:26,0
18388,192,0,北京,2020/2/25 2:24,2020/2/25 2:24,192
18389,192,0,山东省,2020/2/25 2:22,,0
18390,81,0,山东省,2020/2/25 2:21,,0
18391,37,37,上海,2020/2/25 2:20,2020/2/25 2:20,0
18392,247,0,上海,2020/2/25 2:19,,0
18393,101,0,北京,2020/2/25 2:18,2020/2/25 2:18,101
18394,80.8,80.8,四川省,2020/2/25 2:18,2020/2/25 2:20,0
18395,69,5,重庆,2020/2/25 2:17,2020/2/25 2:18,64
18396,119,0,江苏省,2020/2/25 2:16,2020/2/25 2:17,119
18397,69,69,山东省,2020/2/25 2:15,2020/2/25 2:15,0
18398,151,151,天津,2020/2/25 2:15,2020/2/25 2:15,0
18399,37,0,山东省,2020/2/25 2:13,2020/2/25 2:14,37
18400,192,0,北京,2020/2/25 2:13,2020/2/25 2:13,192
18401,37,0,四川省,2020/2/25 2:13,2020/2/25 2:13,37
18402,128,0,河南省,2020/2/25 2:12,,0
18403,77,77,广东省,2020/2/25 2:12,2020/2/25 2:12,0
18404,112,112,江苏省,2020/2/25 2:12,2020/2/25 2:12,0
18405,183,0,上海,2020/2/25 2:12,2020/2/25 2:12,183
18406,69,69,内蒙古自治区,2020/2/25 2:12,2020/2/25 2:18,0
18407,37,37,广东省,2020/2/25 2:11,2020/2/25 2:14,0
18408,192,0,山东省,2020/2/25 2:11,2020/2/25 2:11,192
18409,119,0,上海,2020/2/25 2:10,2020/2/25 2:10,119
18410,238,119,上海,2020/2/25 2:09,2020/2/25 2:09,119
18411,182,182,湖南省,2020/2/25 2:09,2020/2/25 2:10,0
18412,77,77,山东省,2020/2/25 2:09,2020/2/25 2:09,0
18413,37,0,江苏省,2020/2/25 2:09,2020/2/25 2:09,37
18414,119,0,河北省,2020/2/25 2:09,,0
18415,69,69,贵州省,2020/2/25 2:05,2020/2/25 2:05,0
18416,120,120,湖南省,2020/2/25 2:04,2020/2/25 2:05,0
18417,69,69,河北省,2020/2/25 2:04,2020/2/25 2:04,0
18418,187,84.5,广东省,2020/2/25 2:00,2020/2/25 2:00,102.5
18419,125.9,0,四川省,2020/2/25 1:59,2020/2/25 2:00,125.9
18420,393,0,辽宁省,2020/2/25 1:58,2020/2/25 1:58,393
18421,69,69,河南省,2020/2/25 1:57,2020/2/25 1:57,0
18422,157,157,四川省,2020/2/25 1:53,2020/2/25 1:53,0
18423,69,0,湖南省,2020/2/25 1:52,2020/2/25 1:52,69
18424,119,119,天津,2020/2/25 1:50,2020/2/25 1:50,0
18425,81,81,浙江省,2020/2/25 1:49,2020/2/25 1:49,0
18426,80.8,0,四川省,2020/2/25 1:46,2020/2/25 1:46,80.8
18427,37,0,上海,2020/2/25 1:45,2020/2/25 1:46,37
18428,104,0,江苏省,2020/2/25 1:44,2020/2/25 1:44,104
18429,69,69,上海,2020/2/25 1:43,2020/2/25 1:43,0
18430,101,101,浙江省,2020/2/25 1:43,2020/2/25 1:43,0
18431,125.9,64,广东省,2020/2/25 1:41,2020/2/25 1:44,61.9
18432,101,101,浙江省,2020/2/25 1:40,2020/2/25 1:40,0
18433,21,0,福建省,2020/2/25 1:40,2020/2/25 1:40,21
18434,215,0,浙江省,2020/2/25 1:38,2020/2/25 1:38,215
18435,238,238,广东省,2020/2/25 1:38,2020/2/25 1:38,0
18436,384,384,湖南省,2020/2/25 1:38,2020/2/25 1:55,0
18437,69,0,江西省,2020/2/25 1:36,,0
18438,119,119,浙江省,2020/2/25 1:36,2020/2/25 1:36,0
18439,357,0,广东省,2020/2/25 1:36,,0
18440,66.9,0,四川省,2020/2/25 1:36,2020/2/25 1:44,66.9
18441,45,0,浙江省,2020/2/25 1:36,,0
18442,37,0,山西省,2020/2/25 1:36,,0
18443,37,0,山西省,2020/2/25 1:35,,0
18444,104,104,广东省,2020/2/25 1:35,2020/2/25 1:35,0
18445,37,0,江苏省,2020/2/25 1:34,2020/2/25 1:34,37
18446,37,0,广东省,2020/2/25 1:32,2020/2/25 1:32,37
18447,37,0,山西省,2020/2/25 1:31,,0
18448,53,53,四川省,2020/2/25 1:31,2020/2/25 1:31,0
18449,133.9,0,浙江省,2020/2/25 1:30,2020/2/25 1:31,133.9
18450,53,37,陕西省,2020/2/25 1:28,2020/2/25 1:28,16
18451,128,0,广东省,2020/2/25 1:27,2020/2/25 1:27,128
18452,53,53,北京,2020/2/25 1:27,2020/2/25 1:27,0
18453,952,952,广东省,2020/2/25 1:25,2020/2/25 1:26,0
18454,238,238,上海,2020/2/25 1:25,2020/2/25 1:25,0
18455,238,0,上海,2020/2/25 1:25,,0
18456,53,0,陕西省,2020/2/25 1:22,2020/2/25 1:22,53
18457,45,45,河北省,2020/2/25 1:21,2020/2/25 1:21,0
18458,45,45,山东省,2020/2/25 1:20,2020/2/25 1:20,0
18459,69,69,福建省,2020/2/25 1:19,2020/2/25 1:19,0
18460,77,0,四川省,2020/2/25 1:17,2020/2/25 1:18,77
18461,96,0,广东省,2020/2/25 1:17,2020/2/25 1:17,96
18462,61,61,天津,2020/2/25 1:17,2020/2/25 1:17,0
